Order Number,Order Date,Year,Month,Month Number,Day of Week,Day Type,Season,Customer ID,Customer Name,Age Group,Gender,City,State,Membership Tier,Mall Name,Store Name,Product Category,Floor Level,Items Purchased,Unit Price ($),Subtotal ($),Discount (%),Discount Amount ($),Tax Rate (%),Tax Amount ($),Total Amount ($),Payment Method,Promo Used,Promo Code,Visit Purpose,Visit Duration (mins),Parking Type,Satisfaction Score,Returned Item,Return Reason,Online Review Posted,Loyalty Points Earned
ORD-2023-02498,7/2/2024,2024,July,7,Tuesday,Weekday,Summer,CUST22126,Robert Carter,45-54,Male,Jacksonville,FL,Bronze,Lakewood Center,Hallmark,Books & Gifts,2nd,4,170.9,683.6,5,34.18,9.91,64.36,713.78,Buy Now Pay Later,No,,Dining,204,Free,4,No,,No,2397
ORD-2024-02499,11/13/2022,2022,November,11,Sunday,Weekend,Fall,CUST47461,Donald Smith,35-44,Male,Houston,TX,Silver,Pinnacle Plaza,H&M,Fashion,Food Court,8,441.76,3534.08,15,530.11,9.63,289.28,3293.25,Cash,No,,Shopping,200,Valet,5,No,,Yes,11249
ORD-2022-02500,4/22/2024,2024,April,4,Monday,Weekday,Spring,CUST29369,Jessica Wright,25-34,Female,San Jose,CA,Platinum,The Royal Galleria,Spencer's,Books & Gifts,2nd,9,116.01,1044.09,0,0,5.1,53.25,1097.34,Credit Card,Yes,PROMO340,Leisure,190,Paid,3,No,,No,4756
ORD-2023-02501,5/24/2022,2022,May,5,Tuesday,Weekday,Spring,CUST64270,Ashley Baker,55-64,Female,Phoenix,AZ,Bronze,Westfield Grand,LUSH,Beauty,2nd,5,443.18,2215.9,25,553.98,7.94,131.96,1793.88,Buy Now Pay Later,No,,Leisure,96,Paid,4,No,,Yes,3863
ORD-2024-02502,1/13/2023,2023,January,1,Friday,Weekday,Winter,CUST76137,Michelle Young,35-44,Male,Jacksonville,FL,Gold,Sunrise Mall,KFC,Food & Beverage,2nd,6,358.35,2150.1,10,215.01,9.07,175.51,2110.6,Buy Now Pay Later,Yes,PROMO796,Leisure,52,Paid,2,No,,No,9865
ORD-2022-02503,10/18/2022,2022,October,10,Tuesday,Weekday,Fall,CUST21881,Jessica Williams,45-54,Female,Dallas,TX,Gold,Lakewood Center,Cinnabon,Entertainment,2nd,5,137.39,686.95,0,0,11.63,79.89,766.84,Debit Card,No,,Entertainment,209,Free,5,No,,No,1687
ORD-2023-02504,6/23/2023,2023,June,6,Friday,Weekday,Summer,CUST27116,Susan Nguyen,25-34,Male,Chicago,IL,Silver,Westfield Grand,Timezone,Entertainment,3rd,11,98.96,1088.56,0,0,5.46,59.44,1148,Mobile Pay,No,,Shopping,167,Paid,5,Yes,Defective,No,5412
ORD-2024-02505,7/5/2022,2022,July,7,Tuesday,Weekday,Summer,CUST52208,Matthew Williams,55-64,Female,Chicago,IL,Gold,The Royal Galleria,Forever 21,Fashion,3rd,7,105.66,739.62,0,0,7.64,56.51,796.13,Debit Card,Yes,PROMO661,Window Shopping,229,Paid,4,No,,No,3451
ORD-2022-02506,6/29/2022,2022,June,6,Wednesday,Weekday,Summer,CUST83794,George Lopez,35-44,Non-binary,San Diego,CA,Diamond,Northpark Mall,Timezone,Entertainment,Ground,3,363.32,1089.96,0,0,6.19,67.47,1157.43,Gift Card,Yes,PROMO195,Window Shopping,108,Paid,5,No,,No,4501
ORD-2023-02507,12/6/2023,2023,December,12,Wednesday,Weekday,Winter,CUST22672,Anthony Thompson,45-54,Male,New York,NY,Bronze,Pinnacle Plaza,Hallmark,Books & Gifts,Food Court,7,280.98,1966.86,20,393.37,7.28,114.55,1688.04,Credit Card,No,,Entertainment,53,Free,5,No,,No,8046
ORD-2024-02508,2/19/2022,2022,February,2,Saturday,Weekend,Winter,CUST86921,Carol Adams,25-34,Male,Phoenix,AZ,Gold,Northpark Mall,IKEA,Home & Living,2nd,11,499.95,5499.45,10,549.95,11.42,565.23,5514.73,Cash,Yes,PROMO122,Dining,221,Paid,2,No,,No,23644
ORD-2022-02509,4/5/2023,2023,April,4,Wednesday,Weekday,Spring,CUST25159,Thomas Jackson,25-34,Female,Columbus,OH,Bronze,Northpark Mall,Subway,Food & Beverage,Ground,11,100.05,1100.55,10,110.06,5.38,53.29,1043.78,Debit Card,No,,Leisure,33,Free,2,No,,Yes,3309
ORD-2023-02510,2/18/2022,2022,February,2,Friday,Weekday,Winter,CUST58498,Brian Garcia,45-54,Male,Phoenix,AZ,Silver,Lakewood Center,Swarovski,Jewelry,1st,1,447.47,447.47,25,111.87,11.12,37.32,372.92,Gift Card,Yes,PROMO198,Dining,57,Free,4,No,,No,790
ORD-2024-02511,8/18/2022,2022,August,8,Thursday,Weekday,Summer,CUST97073,Karen Thompson,18-24,Male,Columbus,OH,Silver,Blue Harbor Center,Justice,Kids,2nd,12,146.74,1760.88,5,88.04,7.07,118.27,1791.11,Debit Card,Yes,PROMO145,Dining,74,Paid,2,No,,No,5713
ORD-2022-02512,11/17/2024,2024,November,11,Sunday,Weekend,Fall,CUST88947,Dorothy Rodriguez,18-24,Female,New York,NY,Bronze,Summit Crossing,Pottery Barn,Home & Living,Food Court,9,333.47,3001.23,15,450.18,9.18,234.19,2785.24,Gift Card,No,,Entertainment,171,Free,2,No,,No,5439
ORD-2023-02513,2/24/2023,2023,February,2,Friday,Weekday,Winter,CUST82274,Betty Roberts,35-44,Male,Philadelphia,PA,Silver,Summit Crossing,The Children's Place,Kids,2nd,11,34.35,377.85,0,0,5.96,22.52,400.37,Buy Now Pay Later,Yes,PROMO607,Gift Buying,19,Paid,4,No,,No,1514
ORD-2024-02514,3/11/2023,2023,March,3,Saturday,Weekend,Spring,CUST34755,John Wright,35-44,Male,Philadelphia,PA,Gold,Eastgate Mall,Pizza Hut,Food & Beverage,Ground,10,54.21,542.1,5,27.11,9.41,48.46,563.45,Credit Card,No,,Shopping,201,Free,4,No,,No,1577
ORD-2022-02515,5/12/2024,2024,May,5,Sunday,Weekend,Spring,CUST38890,Edward Campbell,25-34,Female,Dallas,TX,Platinum,Westfield Grand,H&M,Fashion,1st,8,403.55,3228.4,5,161.42,9.25,283.7,3350.68,Gift Card,Yes,PROMO879,Window Shopping,66,Paid,3,No,,No,15771
ORD-2023-02516,11/2/2023,2023,November,11,Thursday,Weekday,Fall,CUST30783,Elizabeth Nelson,25-34,Female,Fort Worth,TX,Bronze,Sunrise Mall,Cheesecake Factory,Food & Beverage,1st,1,449.33,449.33,15,67.4,5.33,20.36,402.29,Debit Card,No,,Entertainment,161,Paid,3,No,,No,1430
ORD-2024-02517,7/2/2023,2023,July,7,Sunday,Weekend,Summer,CUST73998,Nancy Adams,35-44,Female,San Diego,CA,Diamond,Southshore Pavilion,Calvin Klein,Fashion,Ground,9,362.64,3263.76,25,815.94,11.41,279.3,2727.12,Cash,No,,Shopping,175,Free,4,No,,Yes,9664
ORD-2022-02518,11/11/2024,2024,November,11,Monday,Weekday,Fall,CUST46495,Joseph Rivera,25-34,Male,Jacksonville,FL,Platinum,Eastgate Mall,Sephora,Beauty,3rd,8,236.83,1894.64,10,189.46,6.31,107.6,1812.78,Buy Now Pay Later,No,,Gift Buying,121,Paid,4,No,,Yes,1854
ORD-2023-02519,1/22/2024,2024,January,1,Monday,Weekday,Winter,CUST34738,Matthew Rivera,25-34,Female,Columbus,OH,Gold,The Royal Galleria,AMC Theaters,Entertainment,1st,4,10.5,42,0,0,9.36,3.93,45.93,Gift Card,No,,Shopping,107,Free,5,No,,Yes,99
ORD-2024-02520,2/27/2023,2023,February,2,Monday,Weekday,Winter,CUST39792,Joshua Johnson,18-24,Male,Chicago,IL,Diamond,Westfield Grand,Microsoft Store,Electronics,1st,1,274.76,274.76,20,54.95,10.57,23.23,243.04,Debit Card,Yes,PROMO452,Gift Buying,38,Paid,2,No,,No,667
ORD-2022-02521,3/17/2023,2023,March,3,Friday,Weekday,Spring,CUST40707,Deborah Jackson,25-34,Male,Jacksonville,FL,Diamond,The Royal Galleria,L'Occitane,Beauty,1st,6,110.57,663.42,25,165.85,11.52,57.32,554.89,Buy Now Pay Later,Yes,PROMO334,Window Shopping,101,Paid,5,Yes,,No,771
ORD-2023-02522,7/25/2024,2024,July,7,Thursday,Weekday,Summer,CUST74301,Stephanie Johnson,45-54,Female,Dallas,TX,Bronze,Northpark Mall,JBL,Electronics,Food Court,3,455.21,1365.63,0,0,7.67,104.74,1470.37,Cash,No,,Entertainment,90,Free,3,No,,No,5671
ORD-2024-02523,12/29/2022,2022,December,12,Thursday,Weekday,Winter,CUST30304,Kimberly Anderson,18-24,Male,Houston,TX,Platinum,Blue Harbor Center,Gap,Fashion,Ground,8,34.97,279.76,15,41.96,6.67,15.86,253.66,Debit Card,No,,Window Shopping,192,Paid,4,No,,No,821
ORD-2022-02524,5/23/2023,2023,May,5,Tuesday,Weekday,Spring,CUST94896,Paul Thompson,35-44,Male,Los Angeles,CA,Bronze,Northpark Mall,Apple Store,Electronics,Ground,9,366.24,3296.16,20,659.23,10.22,269.49,2906.42,Credit Card,Yes,PROMO330,Entertainment,75,Paid,5,No,,No,9628
ORD-2023-02525,7/28/2023,2023,July,7,Friday,Weekday,Summer,CUST18648,Carol Roberts,55-64,Male,Columbus,OH,Gold,Northpark Mall,AMC Theaters,Entertainment,Ground,3,151.61,454.83,0,0,6.05,27.52,482.35,Credit Card,No,,Leisure,87,Paid,5,Yes,Defective,No,595
ORD-2024-02526,12/12/2023,2023,December,12,Tuesday,Weekday,Winter,CUST44752,Donna Davis,25-34,Male,Austin,TX,Bronze,The Royal Galleria,Swarovski,Jewelry,3rd,11,179.98,1979.78,30,593.93,9.65,133.73,1519.58,Gift Card,Yes,PROMO869,Shopping,206,Valet,4,No,,No,5282
ORD-2022-02527,12/26/2024,2024,December,12,Thursday,Weekday,Winter,CUST77174,Emily Smith,55-64,Prefer not to say,Los Angeles,CA,Platinum,The Royal Galleria,IKEA,Home & Living,1st,3,384.92,1154.76,5,57.74,7.22,79.2,1176.22,Mobile Pay,No,,Entertainment,110,Free,4,No,,No,3471
ORD-2023-02528,8/30/2024,2024,August,8,Friday,Weekday,Summer,CUST58990,Stephanie Gonzalez,45-54,Female,Columbus,OH,Platinum,The Royal Galleria,Under Armour,Sports,Ground,4,250.25,1001,0,0,7.04,70.47,1071.47,Debit Card,No,,Shopping,142,Free,2,No,,No,1807
ORD-2024-02529,3/14/2024,2024,March,3,Thursday,Weekday,Spring,CUST62899,Patricia Lopez,55-64,Female,Los Angeles,CA,Silver,Pinnacle Plaza,Adidas,Sports,Ground,6,471.56,2829.36,10,282.94,8.34,212.37,2758.79,Buy Now Pay Later,Yes,PROMO247,Entertainment,169,Free,3,No,,Yes,3268
ORD-2022-02530,7/23/2024,2024,July,7,Tuesday,Weekday,Summer,CUST86694,Ronald Baker,18-24,Female,Houston,TX,Bronze,Southshore Pavilion,Sephora,Beauty,Ground,10,347.11,3471.1,15,520.66,6.96,205.35,3155.79,Gift Card,No,,Dining,108,Free,3,No,,No,7254
ORD-2023-02531,10/1/2022,2022,October,10,Saturday,Weekend,Fall,CUST94229,Andrew Hill,35-44,Male,Dallas,TX,Platinum,Sunrise Mall,Tiffany & Co.,Jewelry,1st,7,368.63,2580.41,0,0,6.46,166.69,2747.1,Credit Card,Yes,PROMO245,Gift Buying,38,Paid,4,No,,Yes,11203
ORD-2024-02532,7/22/2023,2023,July,7,Saturday,Weekend,Summer,CUST33369,Steven Mitchell,45-54,Male,San Diego,CA,Bronze,The Royal Galleria,Microsoft Store,Electronics,1st,5,174.11,870.55,25,217.64,11.82,77.17,730.08,Mobile Pay,No,,Leisure,216,Free,4,No,,Yes,1169
ORD-2022-02533,4/18/2024,2024,April,4,Thursday,Weekday,Spring,CUST87267,Robert Robinson,25-34,Male,New York,NY,Silver,Pinnacle Plaza,TopShop,Fashion,3rd,3,107.86,323.58,0,0,10.4,33.65,357.23,Buy Now Pay Later,No,,Gift Buying,163,Paid,5,No,,No,673
ORD-2023-02534,7/18/2024,2024,July,7,Thursday,Weekday,Summer,CUST85182,Anthony Adams,45-54,Male,Chicago,IL,Silver,Eastgate Mall,Disney Store,Kids,3rd,8,113.84,910.72,15,136.61,5.82,45.05,819.16,Credit Card,No,,Entertainment,231,Free,5,No,,No,2533
ORD-2024-02535,8/26/2023,2023,August,8,Saturday,Weekend,Summer,CUST87644,Ronald Nelson,55-64,Male,San Diego,CA,Bronze,The Royal Galleria,Virtual Reality Zone,Entertainment,Ground,4,427.21,1708.84,5,85.44,11.96,194.16,1817.56,Buy Now Pay Later,No,,Shopping,114,Paid,5,No,,No,5052
ORD-2022-02536,3/17/2024,2024,March,3,Sunday,Weekend,Spring,CUST74215,Dorothy Campbell,25-34,Female,Austin,TX,Silver,Pinnacle Plaza,The Children's Place,Kids,2nd,7,119.18,834.26,5,41.71,6.61,52.39,844.94,Cash,No,,Dining,136,Free,3,Yes,Wrong item,Yes,1231
ORD-2023-02537,10/22/2024,2024,October,10,Tuesday,Weekday,Fall,CUST29554,Sandra Lee,18-24,Female,Los Angeles,CA,Platinum,Sunrise Mall,Barnes & Noble,Books & Gifts,2nd,11,69.87,768.57,20,153.71,11.25,69.17,684.03,Mobile Pay,No,,Gift Buying,18,Paid,5,No,,No,2546
ORD-2024-02538,2/5/2024,2024,February,2,Monday,Weekday,Winter,CUST32425,Thomas Williams,25-34,Male,San Antonio,TX,Gold,Eastgate Mall,Pandora,Jewelry,Ground,1,69.9,69.9,25,17.48,5.18,2.72,55.14,Debit Card,No,,Dining,188,Free,4,No,,No,209
ORD-2022-02539,4/18/2024,2024,April,4,Thursday,Weekday,Spring,CUST38625,Patricia Martin,45-54,Female,San Diego,CA,Silver,Summit Crossing,Cheesecake Factory,Food & Beverage,2nd,9,104.55,940.95,20,188.19,6.23,46.9,799.66,Buy Now Pay Later,No,,Leisure,148,Free,4,No,,Yes,2255
ORD-2023-02540,1/19/2024,2024,January,1,Friday,Weekday,Winter,CUST51301,Donald Wilson,25-34,Male,Chicago,IL,Gold,The Royal Galleria,Timezone,Entertainment,1st,5,475.84,2379.2,15,356.88,9.76,197.38,2219.7,Mobile Pay,No,,Shopping,199,Paid,5,No,,Yes,9749
ORD-2024-02541,10/18/2022,2022,October,10,Tuesday,Weekday,Fall,CUST71777,Joshua Taylor,35-44,Male,Jacksonville,FL,Bronze,Lakewood Center,Spencer's,Books & Gifts,Food Court,10,421.26,4212.6,0,0,8.01,337.43,4550.03,Gift Card,No,,Shopping,140,Valet,3,No,,Yes,14907
ORD-2022-02542,4/6/2022,2022,April,4,Wednesday,Weekday,Spring,CUST42763,Mary Adams,25-34,Female,New York,NY,Gold,Blue Harbor Center,Forever 21,Fashion,Food Court,7,157.44,1102.08,0,0,8.58,94.56,1196.64,Debit Card,No,,Dining,102,Valet,4,No,,Yes,4330
ORD-2023-02543,8/11/2022,2022,August,8,Thursday,Weekday,Summer,CUST13452,Thomas Adams,25-34,Female,Philadelphia,PA,Gold,Blue Harbor Center,Starbucks,Food & Beverage,2nd,2,44.46,88.92,0,0,10.51,9.35,98.27,Cash,Yes,PROMO895,Entertainment,104,Free,3,No,,No,184
ORD-2024-02544,10/25/2023,2023,October,10,Wednesday,Weekday,Fall,CUST90731,Barbara Allen,35-44,Non-binary,San Antonio,TX,Platinum,Blue Harbor Center,Tommy Hilfiger,Fashion,Ground,6,339.83,2038.98,10,203.9,5.42,99.46,1934.54,Buy Now Pay Later,Yes,PROMO301,Leisure,200,Free,3,No,,No,8215
ORD-2022-02545,12/18/2024,2024,December,12,Wednesday,Weekday,Winter,CUST86412,Joshua Nelson,18-24,Female,New York,NY,Platinum,Lakewood Center,Things Remembered,Books & Gifts,Ground,1,210.2,210.2,10,21.02,10.19,19.28,208.46,Credit Card,No,,Gift Buying,159,Free,3,No,,Yes,288
ORD-2023-02546,6/4/2023,2023,June,6,Sunday,Weekend,Summer,CUST79799,Anthony Rivera,45-54,Male,New York,NY,Platinum,Southshore Pavilion,Zales,Jewelry,Ground,8,259.8,2078.4,10,207.84,5.18,96.9,1967.46,Gift Card,No,,Shopping,51,Free,4,No,,No,7250
ORD-2024-02547,11/4/2024,2024,November,11,Monday,Weekday,Fall,CUST33659,Ronald Taylor,65+,Male,Jacksonville,FL,Diamond,Pinnacle Plaza,Things Remembered,Books & Gifts,Food Court,10,228.51,2285.1,30,685.53,6.61,105.73,1705.3,Buy Now Pay Later,Yes,PROMO626,Window Shopping,202,Free,5,No,,Yes,3452
ORD-2022-02548,5/5/2024,2024,May,5,Sunday,Weekend,Spring,CUST27472,James Taylor,18-24,Male,Los Angeles,CA,Diamond,The Royal Galleria,Things Remembered,Books & Gifts,Ground,3,466.23,1398.69,0,0,11.78,164.77,1563.46,Buy Now Pay Later,No,,Gift Buying,114,Valet,4,No,,No,4601
ORD-2023-02549,12/9/2022,2022,December,12,Friday,Weekday,Winter,CUST62006,Carol Jackson,45-54,Female,San Diego,CA,Silver,The Royal Galleria,Samsung,Electronics,Ground,8,113.63,909.04,15,136.36,5.59,43.19,815.87,Buy Now Pay Later,No,,Entertainment,42,Free,4,No,,Yes,1304
ORD-2024-02550,11/12/2022,2022,November,11,Saturday,Weekend,Fall,CUST16358,Sandra Moore,35-44,Male,Los Angeles,CA,Bronze,Eastgate Mall,The Body Shop,Beauty,1st,11,357.49,3932.39,15,589.86,5.27,176.15,3518.68,Cash,No,,Window Shopping,148,Free,5,No,,No,15291
ORD-2022-02551,8/28/2022,2022,August,8,Sunday,Weekend,Summer,CUST10732,Richard Rivera,25-34,Female,San Antonio,TX,Diamond,Blue Harbor Center,Skechers,Sports,Ground,11,467.68,5144.48,20,1028.9,10.83,445.72,4561.3,Credit Card,No,,Gift Buying,179,Paid,5,No,,No,18514
ORD-2023-02552,6/3/2023,2023,June,6,Saturday,Weekend,Summer,CUST12106,Paul Clark,35-44,Male,Austin,TX,Silver,Pinnacle Plaza,IKEA,Home & Living,2nd,10,152.87,1528.7,0,0,5.98,91.42,1620.12,Mobile Pay,No,,Dining,212,Paid,4,No,,No,8073
ORD-2024-02553,2/25/2024,2024,February,2,Sunday,Weekend,Winter,CUST94589,Anthony Williams,18-24,Prefer not to say,Los Angeles,CA,Diamond,Pinnacle Plaza,Virtual Reality Zone,Entertainment,Ground,8,258.99,2071.92,0,0,10.11,209.47,2281.39,Cash,No,,Gift Buying,127,Valet,5,No,,No,7117
ORD-2022-02554,4/16/2024,2024,April,4,Tuesday,Weekday,Spring,CUST26380,Stephanie Hernandez,18-24,Prefer not to say,Fort Worth,TX,Bronze,Summit Crossing,Things Remembered,Books & Gifts,3rd,12,412.47,4949.64,20,989.93,6.48,256.59,4216.3,Mobile Pay,No,,Shopping,100,Paid,4,No,,No,7774
ORD-2023-02555,9/25/2022,2022,September,9,Sunday,Weekend,Fall,CUST11124,Kimberly Jones,35-44,Female,Austin,TX,Bronze,Northpark Mall,Hallmark,Books & Gifts,1st,4,277.72,1110.88,15,166.63,9.39,88.67,1032.92,Cash,No,,Window Shopping,173,Free,4,No,,No,2367
ORD-2024-02556,11/19/2024,2024,November,11,Tuesday,Weekday,Fall,CUST85959,Karen Thomas,25-34,Female,New York,NY,Platinum,Southshore Pavilion,TopShop,Fashion,1st,8,259.95,2079.6,10,207.96,9.24,172.94,2044.58,Gift Card,No,,Entertainment,174,Paid,4,No,,No,3239
ORD-2022-02557,3/13/2022,2022,March,3,Sunday,Weekend,Spring,CUST99072,Patricia Thompson,25-34,Female,Phoenix,AZ,Gold,Southshore Pavilion,Things Remembered,Books & Gifts,Ground,2,488.08,976.16,10,97.62,9.32,81.88,960.42,Debit Card,Yes,PROMO645,Shopping,218,Paid,5,No,,No,1843
ORD-2023-02558,2/28/2023,2023,February,2,Tuesday,Weekday,Winter,CUST28492,Patricia Thompson,35-44,Female,San Diego,CA,Gold,Lakewood Center,Under Armour,Sports,Ground,10,72.67,726.7,0,0,7.15,51.96,778.66,Buy Now Pay Later,Yes,PROMO329,Dining,229,Free,5,No,,Yes,2967
ORD-2024-02559,6/17/2023,2023,June,6,Saturday,Weekend,Summer,CUST46079,Elizabeth Young,18-24,Female,San Antonio,TX,Bronze,Sunrise Mall,Mango,Fashion,Ground,2,68.7,137.4,20,27.48,5.62,6.18,116.1,Cash,No,,Entertainment,181,Free,4,No,,No,305
ORD-2022-02560,5/25/2022,2022,May,5,Wednesday,Weekday,Spring,CUST23407,James Young,35-44,Male,Charlotte,NC,Bronze,Sunrise Mall,Zales,Jewelry,Ground,8,244.88,1959.04,10,195.9,10.21,180.02,1943.16,Debit Card,Yes,PROMO410,Shopping,173,Paid,4,No,,No,3422
ORD-2023-02561,3/23/2022,2022,March,3,Wednesday,Weekday,Spring,CUST47195,Karen Smith,18-24,Male,Austin,TX,Silver,Blue Harbor Center,New Balance,Sports,Ground,1,55.78,55.78,0,0,8.89,4.96,60.74,Mobile Pay,No,,Leisure,178,Free,5,No,,No,149
ORD-2024-02562,2/2/2022,2022,February,2,Wednesday,Weekday,Winter,CUST66984,William King,45-54,Male,Charlotte,NC,Silver,Sunrise Mall,MAC Cosmetics,Beauty,Ground,7,216.79,1517.53,5,75.88,7.68,110.72,1552.37,Mobile Pay,Yes,PROMO347,Gift Buying,222,Valet,5,No,,No,3304
ORD-2022-02563,12/28/2023,2023,December,12,Thursday,Weekday,Winter,CUST88185,Emily Nelson,55-64,Male,Charlotte,NC,Bronze,Southshore Pavilion,Nike,Sports,1st,9,238.71,2148.39,30,644.52,5.23,78.65,1582.52,Cash,No,,Window Shopping,43,Paid,5,No,,No,6784
ORD-2023-02564,3/9/2024,2024,March,3,Saturday,Weekend,Spring,CUST60871,Karen Hall,45-54,Male,Los Angeles,CA,Bronze,Pinnacle Plaza,Virtual Reality Zone,Entertainment,2nd,6,386.96,2321.76,10,232.18,8.62,180.12,2269.7,Debit Card,No,,Dining,51,Free,5,No,,No,5040
ORD-2024-02565,10/1/2024,2024,October,10,Tuesday,Weekday,Fall,CUST87513,William Taylor,55-64,Female,San Diego,CA,Gold,Pinnacle Plaza,Adidas,Sports,1st,3,304.2,912.6,15,136.89,6.73,52.21,827.92,Debit Card,No,,Entertainment,16,Free,5,Yes,Wrong item,No,2776
ORD-2022-02566,6/1/2023,2023,June,6,Thursday,Weekday,Summer,CUST90954,George Clark,55-64,Male,Jacksonville,FL,Silver,Summit Crossing,IKEA,Home & Living,Ground,9,88.12,793.08,0,0,10.99,87.16,880.24,Mobile Pay,Yes,PROMO877,Leisure,164,Paid,2,No,,No,2073
ORD-2023-02567,3/13/2024,2024,March,3,Wednesday,Weekday,Spring,CUST67124,Sarah Walker,55-64,Male,San Diego,CA,Bronze,Southshore Pavilion,McDonald's,Food & Beverage,1st,12,152.05,1824.6,0,0,6.86,125.17,1949.77,Cash,Yes,PROMO172,Dining,192,Free,5,No,,No,3870
ORD-2024-02568,11/25/2022,2022,November,11,Friday,Weekday,Fall,CUST11339,Anthony Hall,45-54,Female,Charlotte,NC,Diamond,Eastgate Mall,The Body Shop,Beauty,3rd,6,388.81,2332.86,0,0,10.88,253.82,2586.68,Gift Card,Yes,PROMO485,Leisure,138,Paid,5,No,,No,7687
ORD-2022-02569,1/15/2023,2023,January,1,Sunday,Weekend,Winter,CUST73266,Thomas Hernandez,45-54,Female,Charlotte,NC,Silver,Blue Harbor Center,LUSH,Beauty,Ground,12,40.7,488.4,20,97.68,9.67,37.78,428.5,Buy Now Pay Later,Yes,PROMO853,Window Shopping,212,Free,5,No,,No,907
ORD-2023-02570,8/3/2024,2024,August,8,Saturday,Weekend,Summer,CUST76192,Charles Nelson,25-34,Male,San Jose,CA,Bronze,Southshore Pavilion,Virtual Reality Zone,Entertainment,1st,5,348.05,1740.25,0,0,9.95,173.15,1913.4,Credit Card,Yes,PROMO110,Dining,231,Free,4,No,,No,8290
ORD-2024-02571,12/3/2024,2024,December,12,Tuesday,Weekday,Winter,CUST59601,John Johnson,18-24,Male,Dallas,TX,Platinum,The Royal Galleria,Zales,Jewelry,1st,5,232.77,1163.85,25,290.96,7.71,67.3,940.19,Mobile Pay,No,,Gift Buying,64,Free,4,No,,No,4437
ORD-2022-02572,12/28/2023,2023,December,12,Thursday,Weekday,Winter,CUST49240,Mark Carter,35-44,Male,Dallas,TX,Silver,Lakewood Center,Starbucks,Food & Beverage,1st,8,8.84,70.72,5,3.54,9.07,6.09,73.27,Debit Card,No,,Shopping,205,Free,3,No,,No,144
ORD-2023-02573,8/25/2024,2024,August,8,Sunday,Weekend,Summer,CUST36432,George Rodriguez,25-34,Female,San Antonio,TX,Silver,Summit Crossing,Justice,Kids,2nd,4,185.88,743.52,25,185.88,6.14,34.24,591.88,Credit Card,No,,Entertainment,107,Free,4,No,,No,1453
ORD-2024-02574,11/27/2023,2023,November,11,Monday,Weekday,Fall,CUST12873,Daniel Garcia,35-44,Male,Columbus,OH,Gold,The Royal Galleria,Zara,Fashion,Ground,11,193.72,2130.92,5,106.55,7.61,154.05,2178.42,Gift Card,Yes,PROMO693,Shopping,163,Paid,4,No,,No,10843
ORD-2022-02575,11/14/2022,2022,November,11,Monday,Weekday,Fall,CUST63963,Linda Miller,55-64,Female,Chicago,IL,Silver,Westfield Grand,Williams-Sonoma,Home & Living,2nd,7,204.18,1429.26,15,214.39,5.3,64.39,1279.26,Gift Card,No,,Gift Buying,185,Paid,5,No,,Yes,5945
ORD-2023-02576,7/13/2022,2022,July,7,Wednesday,Weekday,Summer,CUST98571,Nancy Taylor,25-34,Female,Fort Worth,TX,Platinum,Sunrise Mall,Virtual Reality Zone,Entertainment,1st,12,98.08,1176.96,5,58.85,5.61,62.73,1180.84,Credit Card,No,,Entertainment,76,Paid,4,No,,No,3969
ORD-2024-02577,4/14/2023,2023,April,4,Friday,Weekday,Spring,CUST71036,Barbara Ramirez,25-34,Male,Austin,TX,Silver,The Royal Galleria,Gap,Fashion,Ground,5,407.07,2035.35,20,407.07,8.04,130.91,1759.19,Credit Card,No,,Shopping,211,Free,4,No,,Yes,8655
ORD-2022-02578,6/17/2024,2024,June,6,Monday,Weekday,Summer,CUST19979,Mary Carter,45-54,Female,San Antonio,TX,Silver,Eastgate Mall,The Children's Place,Kids,Ground,9,83,747,30,224.1,7.67,40.11,563.01,Credit Card,No,,Entertainment,206,Paid,4,No,,No,1911
ORD-2023-02579,10/13/2024,2024,October,10,Sunday,Weekend,Fall,CUST66012,Emily Flores,45-54,Male,Columbus,OH,Gold,Sunrise Mall,Nike,Sports,1st,10,155.87,1558.7,20,311.74,10.57,131.8,1378.76,Debit Card,No,,Shopping,136,Valet,4,No,,No,2847
ORD-2024-02580,8/29/2023,2023,August,8,Tuesday,Weekday,Summer,CUST78486,Brian Sanchez,35-44,Female,New York,NY,Bronze,Northpark Mall,MAC Cosmetics,Beauty,2nd,5,190.06,950.3,25,237.57,7.48,53.31,766.04,Cash,No,,Leisure,222,Free,5,No,,No,2963
ORD-2022-02581,8/18/2024,2024,August,8,Sunday,Weekend,Summer,CUST34655,Dorothy Garcia,35-44,Female,Charlotte,NC,Gold,Summit Crossing,McDonald's,Food & Beverage,3rd,3,494.57,1483.71,15,222.56,11,138.73,1399.88,Mobile Pay,Yes,PROMO716,Window Shopping,70,Valet,4,Yes,,No,3924
ORD-2023-02582,2/25/2024,2024,February,2,Sunday,Weekend,Winter,CUST79889,Ashley Miller,18-24,Female,Phoenix,AZ,Platinum,Eastgate Mall,Bed Bath & Beyond,Home & Living,2nd,2,338.75,677.5,10,67.75,11.79,71.89,681.64,Cash,No,,Shopping,163,Free,4,No,,No,1620
